#n_killed,n_injured,latitude,longitude,gun_involved,district
0,4,40.6684,74.2032,2,20
0,0,40.426,79.9658,1,0
1,0,41.5004,72.9256,1,89
0,1,48.011,122.317,0,38
0,1,27.9471,82.4596,0,60
0,0,41.3085,95.965,0,0
0,0,42.6022,82.8694,2,31
0,0,38.4037,121.22,2,8
0,1,30.6836,92.2734,0,38
0,2,33.686,111.981,0,15
0,0,35.6671,81.9014,21,85
0,0,39.3513,76.5689,0,43
0,0,39.7778,75.3599,1,3
0,1,37.5128,77.3956,1,71
0,0,33.9605,117.445,1,60
1,0,41.6537,87.6063,1,29
0,1,31.1711,83.7817,0,172
0,1,39.3099,76.6741,0,41
1,0,40.0062,80.1215,1,49
0,1,39.1371,84.5506,1,32
1,0,29.9135,91.6792,0,49
0,1,41.5395,90.5756,0,93
0,1,41.3191,95.9515,0,0
0,0,34.414,103.213,5,63
0,0,35.093,106.644,0,11
0,0,36.0177,78.89,0,31
0,0,35.2939,80.8018,0,106
1,1,43.0146,76.1484,0,128
1,0,39.1459,94.6803,0,35
1,0,34.2494,77.9429,0,18
0,0,38.5784,90.2772,1,82
0,0,40.8226,73.9204,0,79
0,0,40.6548,74.1916,0,20
1,0,37.8136,122.25,0,18
0,1,40.0144,82.9599,3,25
0,1,31.7741,81.6326,1,168
0,1,42.1659,95.7889,1,17
1,0,44.5882,69.5778,1,55
1,1,29.903,90.0274,0,85
0,1,39.5391,119.789,0,24
1,0,41.9666,87.7208,1,40
0,0,38.6377,90.396,1,88
0,3,33.0037,80.1581,0,113
0,0,38.6538,90.4817,1,88
0,0,38.9693,74.9403,1,1
0,1,38.6816,90.2717,0,76
0,1,39.2861,76.5934,0,46
0,1,39.3381,76.6716,0,40
0,0,42.125,72.5898,1,0
0,1,35.6516,101.442,0,87
0,1,41.7224,87.5778,1,33
0,0,27.5029,99.4793,0,42
0,0,27.5812,99.5234,0,80
0,0,42.016,87.6693,0,14
1,0,41.8748,87.7085,1,10
0,1,41.7868,87.662,0,6
1,0,29.6351,95.3239,0,147
1,0,40.4066,79.864,0,0
0,0,35.5207,81.0899,0,97
0,0,43.077,87.9423,1,16
1,0,41.5751,111.844,1,5
0,1,42.9582,82.4334,0,83
0,0,41.0804,81.5375,1,34
1,0,30.4653,91.1397,0,61
0,1,39.1146,84.4938,1,32
0,1,37.8005,122.234,0,18
0,0,41.8884,71.392,1,56
1,0,47.2151,123.101,0,35
0,0,45.5401,122.634,0,45
0,0,32.2147,80.7066,1,123
1,1,40.4308,79.8861,0,0
0,0,45.5036,122.675,1,36
0,0,27.7145,82.6464,1,70
0,0,30.5443,90.9692,1,71
1,1,37.3126,81.2598,1,27
0,0,31.1257,97.6851,0,55
0,1,42.64,83.2925,1,29
0,0,41.4574,82.1998,0,56
1,1,33.6806,111.977,1,15
1,0,30.3298,81.5856,0,13
1,0,35.1735,80.6126,0,103
0,1,41.0679,85.1677,1,50
0,1,36.9151,76.2469,0,89
1,0,41.8664,87.6865,1,9
0,0,40.3434,76.425,0,0
0,2,35.0501,85.2679,1,28
0,1,38.8244,77.0122,0,0
0,1,41.7947,87.6225,0,5
0,0,32.4223,84.9464,1,136
1,0,38.6902,121.364,0,8
0,0,35.206,101.841,0,87
0,0,35.1942,101.803,0,87
0,0,43.1726,77.6075,1,137
0,2,40.5509,124.145,0,2
0,1,35.2501,89.9538,1,88
0,1,39.1919,84.5782,2,32
0,1,43.0506,76.1469,0,129
0,0,29.9872,95.3477,1,141
0,0,32.3058,90.073,1,61
0,0,28.436,81.3065,1,48
0,0,38.7405,90.3648,1,73
0,0,32.4159,80.7323,0,121
0,0,42.8985,78.8605,0,141
1,0,42.9205,78.7911,0,143
0,1,36.2344,86.8007,0,54
0,0,34.2035,77.8456,0,19
0,1,43.0238,76.1525,0,128
1,0,42.9339,78.8367,0,141
0,0,42.4822,76.3758,0,125
0,0,42.1012,79.2355,1,150
0,0,30.3464,91.1322,5,66
1,0,38.3666,81.6576,0,37
0,2,35.1177,76.9144,1,3
0,0,43.0826,75.2607,1,119
1,0,35.0519,78.8748,1,43
0,1,42.6477,73.7517,0,108
0,1,43.1786,77.6107,0,137
1,0,35.3363,93.6791,1,74
0,0,42.7618,72.501,1,0
0,0,40.7599,73.984,0,75
0,0,40.6413,73.7781,1,31
0,0,42.2424,83.2174,1,14
0,1,39.0269,94.5675,0,26
0,0,39.9969,75.1639,1,0
0,1,41.1744,73.2018,0,128
0,0,32.4567,93.8564,0,4
1,1,40.7296,74.2309,0,28
0,0,41.6942,71.1366,1,0
0,0,42.328,71.0759,1,0
1,1,0,0,1,0
1,0,40.7955,124.143,1,2
1,0,41.8611,87.6942,1,9
0,0,40.0351,75.0915,1,0
1,0,38.2773,81.5691,1,36
0,2,41.8014,87.6587,1,6
0,1,41.8806,87.7651,1,8
0,1,41.7337,87.5527,0,26
1,0,28.4604,81.3963,0,48
1,0,29.8217,95.2057,0,142
0,1,29.7036,95.5899,0,149
0,0,39.6784,104.988,1,2
0,1,42.9312,85.6995,1,77
1,0,37.1098,87.0098,1,15
0,0,43.0509,71.4652,3,0
0,0,42.1131,72.5665,1,0
0,0,42.6392,73.7567,1,108
0,1,29.9861,90.0595,0,97
1,0,35.092,106.499,0,20
0,0,44.6965,75.4754,1,116
0,0,43.0548,76.1219,0,129
0,0,39.7427,74.2464,1,9
1,0,30.6325,97.684,0,20
0,0,32.8531,79.9662,4,113
1,0,41.8184,71.4574,0,13
0,0,37.1221,93.2807,1,136
0,1,32.9062,96.5714,0,113
1,2,34.0338,118.388,0,54
0,0,41.7333,96.5041,1,0
1,0,34.7697,92.3885,1,35
0,0,37.6809,82.063,0,21
0,1,37.549,81.2358,1,29
0,0,42.5535,78.4128,1,147
1,0,45.0532,93.1205,0,0
0,0,33.9646,79.3526,1,57
1,0,32.2542,110.914,0,9
0,1,31.2846,97.2581,1,12
1,0,33.9605,116.51,0,56
0,1,29.7631,95.1968,0,143
0,0,44.882,93.205,1,0
1,0,34.0341,118.388,0,54
1,0,47.1703,122.47,1,29
0,0,32.9876,110.771,0,8
0,0,36.8859,89.9293,1,151
0,1,35.8281,78.6317,0,49
0,1,41.8779,87.728,1,10
0,0,35.0624,89.9058,0,87
0,0,43.0747,87.9003,1,10
0,1,26.5911,80.0758,0,90
0,0,35.0775,97.4064,1,20
0,0,27.8333,82.6809,0,68
0,0,29.4311,81.1045,0,24
1,0,0,0,1,0
1,0,41.7098,73.9316,0,104
1,0,42.0467,92.9163,1,71
0,0,44.349,69.6232,0,58
0,1,40.9626,75.9655,0,0
0,1,34.3247,78.6988,0,46
0,0,26.4889,81.7035,1,78
0,0,35.2204,101.701,1,87
0,0,33.3069,111.67,1,16
0,0,43.3154,70.9557,0,0
0,2,31.1736,83.8038,0,172
0,1,34.1266,77.8992,0,19
1,0,39.2888,86.7543,1,46
0,1,39.2686,76.754,0,12
0,1,39.9905,75.1736,12,0
0,1,38.0529,81.104,0,32
0,2,31.2098,85.3993,1,85
1,0,42.4664,82.9011,1,24
1,0,42.3283,71.0812,0,0
0,2,42.6718,83.3001,0,29
1,0,37.6661,81.1199,0,29
0,1,35.0456,85.3083,0,28
0,1,40.5465,85.6622,2,31
0,0,33.6362,86.6908,0,58
1,0,33.6493,84.4858,0,64
0,0,33.6567,81.4162,0,86
0,0,31.1737,83.7855,0,172
0,0,34.9169,81.0107,0,49
1,0,35.9711,78.9037,0,29
0,0,40.1145,88.0423,3,102
0,0,35.206,101.841,1,87
0,1,41.757,87.5618,0,25
0,1,41.757,87.5679,1,26
1,0,35.6331,78.6356,1,37
0,1,41.8753,87.7428,1,10
1,0,35.0637,90.0807,0,86
0,1,32.478,84.9412,1,135
0,1,36.0521,86.6479,0,52
0,1,40.8205,73.8534,0,87
0,1,34.1291,117.292,0,40
1,0,41.7866,87.6717,0,6
0,1,41.9464,87.7274,1,40
0,1,36.6798,121.653,0,30
0,0,28.436,81.3065,1,48
1,0,41.4358,81.5884,1,11
0,2,41.8796,87.7354,0,10
0,1,41.6891,86.2623,0,6
0,1,29.9586,95.4233,0,141
0,0,41.0898,81.4084,18,36
0,1,29.4715,98.4918,1,121
0,1,32.7878,96.7999,0,108
0,0,39.5116,121.594,0,3
0,1,33.1065,117.078,0,75
1,0,43.7231,116.793,2,11
0,1,34.8476,82.3992,0,23
0,1,35.2889,80.8776,0,101
0,0,32.4357,80.724,0,121
0,1,33.0165,85.0253,0,132
0,0,33.0311,85.0116,0,132
0,1,38.8312,77.0059,0,0
0,1,33.0288,85.0556,0,132
1,0,30.1103,94.1262,0,22
0,1,35.5767,76.9593,0,6
1,1,33.2117,92.6609,1,7
0,0,35.6327,86.9416,0,64
0,0,42.3763,72.6094,1,0
0,0,37.4598,77.6782,0,65
0,0,37.7289,89.2086,1,118
0,0,42.5302,89.0482,1,45
1,0,26.7845,80.0874,0,88
0,0,41.6538,83.6173,1,44
0,0,36.2399,86.7807,0,54
1,0,38.0538,84.4435,0,0
1,0,35.3797,89.8041,0,99
0,0,32.4927,93.7461,1,2
0,0,43.0346,89.4512,0,77
1,0,33.6654,95.5515,0,1
0,2,37.751,122.184,0,18
0,0,32.0835,81.0998,4,163
1,0,28.0139,82.116,1,58
0,1,38.0753,122.16,0,14
0,1,32.2206,90.2408,0,68
0,1,37.1097,93.4818,0,130
0,0,38.713,90.2434,1,76
0,0,42.8283,87.9504,1,62
0,0,43.1874,77.5841,0,138
0,1,33.5063,86.8529,0,55
0,1,32.6433,97.3283,1,95
0,1,37.7299,85.5461,1,0
0,0,43.674,92.9913,4,0
0,0,29.9861,90.0716,0,93
0,1,29.9349,90.0245,0,102
0,1,35.8312,83.4755,0,12
0,1,41.2622,95.9313,0,0
1,0,40.5668,73.8904,0,23
0,0,42.2988,71.0606,1,0
0,0,37.3257,95.2544,1,7
0,0,37.6212,104.802,0,62
1,0,27.892,82.7497,1,67
1,0,0,0,1,0
0,2,39.0116,94.5747,0,26
0,0,32.3368,93.808,0,7
1,0,36.434,81.4718,0,93
1,0,31.8314,105.954,1,74
0,0,29.1922,81.0218,0,26
0,0,40.9159,74.1528,0,35
0,0,35.5982,80.5598,1,76
0,1,29.21,81.0347,0,26
0,0,39.294,76.62,1,40
0,1,32.5036,93.7632,0,2
1,0,40.9193,123.619,1,2
0,0,32.4927,93.7461,0,2
0,0,41.7704,72.6795,1,7
1,0,29.9208,95.5112,0,126
0,0,42.3531,83.1193,1,6
1,0,34.0429,118.316,0,53
0,1,0,0,1,0
0,0,37.9933,121.313,0,13
0,1,36.7178,119.795,0,31
0,0,36.8408,119.799,0,23
0,0,33.722,84.3945,0,58
1,0,30.1577,85.6208,1,6
0,1,41.7997,71.4225,0,11
1,0,33.6548,112.108,0,15
1,0,40.0435,82.9405,0,25
0,0,41.1884,112.039,0,9
0,3,34.7419,92.3558,0,34
0,0,32.4525,80.7698,1,120
1,0,32.7926,117.123,0,79
0,0,36.4055,82.4422,1,6
1,1,26.5376,80.07,0,88
0,0,45.2943,87.992,1,36
1,0,30.3213,95.4778,0,16
0,0,42.6456,89.0311,1,44
0,1,39.7648,84.1379,1,40
0,0,31.1274,97.9117,1,59
0,1,43.0371,76.159,0,128
0,0,37.5811,106.134,0,62
1,0,32.5051,93.7455,0,2
1,1,27.5066,99.468,0,42
1,0,41.7287,88.3164,0,84
1,0,42.434,83.0242,1,2
0,1,32.0366,81.1167,0,163
0,1,41.7577,87.6491,0,31
0,0,37.8062,79.5154,1,24
0,0,43.674,92.9913,1,0
0,0,33.6499,101.819,1,83
0,0,29.6578,95.2767,1,147
1,0,30.4284,91.0546,0,66
0,1,38.9376,77.0245,0,0
0,0,30.2093,97.6529,1,51
0,0,26.6555,81.8122,0,78
0,0,32.3058,90.073,1,61
0,1,44.9414,74.8022,1,116
0,0,34.8783,82.2245,1,36
0,2,30.4612,91.1452,0,61
0,1,33.5432,86.7462,0,59
0,0,25.7968,80.2762,1,111
0,2,43.5218,70.4652,1,134
0,0,39.7581,75.5421,1,1
0,0,42.4493,73.2474,1,0
0,1,38.9105,77.0429,0,0
1,0,28.5204,81.3021,0,48
0,1,37.5536,77.437,0,71
0,1,33.5681,86.8091,0,59
0,1,41.8796,87.711,0,10
0,1,40.6532,73.9592,0,43
0,0,42.7285,71.1683,1,0
0,1,41.7462,87.5604,0,26
0,0,29.9872,95.3477,1,141
0,0,39.8496,104.674,1,7
1,0,41.8386,87.7284,1,24
0,2,41.6796,87.6387,1,28
0,1,41.7904,87.649,0,6
0,0,29.9872,95.3477,1,141
0,1,41.7218,87.6436,1,27
0,0,33.6356,84.4333,1,60
0,1,41.8796,87.743,1,10
0,2,41.7336,87.5517,0,26
0,1,36.0966,79.7479,0,57
0,0,29.9872,95.3477,1,141
0,0,40.2332,74.7595,0,15
1,0,29.6975,95.4877,0,137
0,0,34.1515,78.8859,0,46
0,0,36.3302,119.292,1,26
0,1,41.761,87.6738,1,31
0,0,39.7402,75.5497,1,2
0,0,39.3581,74.4429,0,2
0,1,38.6998,90.4363,0,71
0,1,30.3416,81.6014,0,13
1,0,29.8053,95.2809,0,142
0,1,33.4958,117.16,0,75
0,1,38.7308,77.1063,0,44
0,2,30.3692,81.6516,0,13
0,0,36.082,83.778,0,19
0,1,41.7359,87.6582,0,35
1,0,0,0,1,0
1,0,37.1629,76.4373,1,93
0,1,41.8985,87.7655,0,78
0,0,40.6315,74.2699,1,22
0,1,30.9242,83.2559,0,176
0,1,38.5777,90.2342,1,81
0,1,41.6177,93.6223,0,35
0,1,44.0326,70.2839,0,70
1,0,40.7649,111.907,1,24
0,0,36.0793,80.3349,0,71
0,0,41.0502,74.0441,1,39
0,0,44.9791,69.0087,1,22
1,1,38.6596,90.2087,0,79
1,0,30.3234,81.534,0,12
0,0,41.6812,72.9305,0,77
0,2,38.0006,84.1806,0,0
0,0,39.2968,76.5835,0,45
0,0,39.294,76.62,0,40
0,1,38.6793,90.2736,0,76
0,1,38.8686,77.0087,0,0
0,1,42.2846,89.0336,0,68
1,0,38.8239,76.9412,0,25
0,0,39.38,74.537,0,2
0,1,36.5652,79.4191,0,14
0,0,31.2098,83.7644,0,171
0,1,30.1722,97.7522,0,51
0,0,39.7713,86.06,2,100
1,1,42.9277,78.8894,0,149
0,0,40.7,111.796,1,36
0,1,40.1176,75.0145,0,0
1,1,30.3014,81.7753,0,15
0,1,38.7023,80.7214,1,34
0,1,43.0063,88.0225,0,15
0,3,38.7821,77.5019,1,50
1,1,40.6642,73.8851,0,60
0,1,39.3002,76.6479,0,0
0,0,29.199,81.0234,0,26
1,0,39.9958,75.1203,0,0
0,1,44.9937,91.6579,0,67
0,1,34.1665,85.6846,0,39
0,1,40.2074,74.7467,0,15
1,0,34.0559,117.981,0,48
0,0,42.5107,92.3377,1,62
1,0,30.5096,87.3619,1,1
0,1,37.3047,121.924,0,28
1,0,41.6749,85.9704,1,21
1,0,39.7485,75.536,0,2
0,1,41.8307,87.6154,1,26
0,1,41.6723,83.5345,0,44
0,0,47.2509,122.462,0,27
0,0,32.8982,97.0404,1,98
0,0,32.8982,97.0404,1,98
0,2,33.609,88.6545,0,36
0,0,31.1896,89.7978,13,100
0,1,41.7939,87.6988,1,1
0,1,41.856,87.645,0,2
0,1,41.8932,87.6341,1,5
0,0,43.0242,76.1509,1,128
1,0,46.3852,112.737,0,0
1,0,38.7102,90.2283,0,76
1,0,39.8338,86.0914,1,96
0,1,42.9299,78.8105,0,141
0,1,42.1528,72.5793,1,0
0,0,39.7457,104.977,1,2
0,1,39.2806,76.6474,0,40
1,0,27.7232,97.4025,1,32
0,0,40.2318,74.7592,1,15
0,0,40.7821,111.98,1,23
1,1,38.0125,122.125,0,14
0,0,36.0916,115.151,1,16
0,0,41.4558,72.1409,3,38
1,0,41.7498,87.6344,1,31
1,0,28.0295,82.3934,0,58
0,0,27.722,97.4077,0,32
1,0,27.6772,97.3075,0,32
0,1,37.4571,122.134,0,24
0,0,38.0996,122.242,2,14
0,0,27.6946,97.3477,0,32
1,0,33.5753,92.8362,1,5
0,2,32.5435,97.3133,1,58
0,2,34.5691,118.101,0,36
0,1,29.4143,98.4296,0,120
0,2,39.9776,82.9516,2,25
0,0,59.041,158.518,3,36
1,0,28.2066,82.751,0,36
0,0,42.087,72.5738,2,0
0,1,40.8829,73.8879,0,81
0,0,32.7293,117.191,1,78
0,0,35.0321,85.1947,1,29
0,0,30.2093,97.6529,1,51
1,0,31.3682,94.5959,2,57
0,1,38.9056,77.0513,0,0
0,0,27.9615,82.5531,1,60
0,0,39.9975,82.8889,1,25
1,0,35.7617,81.7349,0,86
0,1,39.1195,88.5606,1,107
0,0,33.6356,84.4333,1,60
0,0,33.6356,84.4333,1,60
0,1,39.9625,76.7378,1,0
0,0,38.8127,97.6497,1,69
0,0,30.1971,93.5919,0,33
0,0,40.3357,76.4285,1,0
0,0,26.6582,81.8828,0,79
0,2,38.2066,84.8572,0,0
0,2,26.5636,81.9988,0,77
0,1,45.7489,108.551,0,0
1,1,29.9217,90.022,0,102
0,1,41.9203,87.7171,1,4
0,1,35.3151,119.044,0,34
0,0,36.7688,119.819,0,31
1,0,29.6802,95.5276,0,146
0,1,41.8013,87.653,1,6
0,0,40.8089,73.9184,1,84
0,0,41.8353,103.66,1,0
1,0,39.1154,96.7107,0,64
0,1,39.294,76.62,0,40
1,0,33.5312,112.195,0,29
0,1,39.2861,76.6454,0,0
0,0,44.256,121.185,1,53
0,0,42.2302,83.3289,1,22
0,0,28.7755,81.2436,1,28
0,0,42.2302,83.3289,1,22
0,0,47.6211,117.55,1,6
0,1,42.2624,71.8112,0,0
1,2,39.0816,94.5209,0,23
0,0,45.7489,108.551,0,0
0,1,39.8087,75.0012,0,4
0,0,0,0,1,0
1,0,33.9952,118.085,0,58
0,1,38.6294,77.2712,0,2
0,2,41.8819,87.7038,0,10
0,0,31.1737,83.7855,0,172
0,1,39.2857,76.6443,0,40
0,2,43.0412,77.0976,1,130
0,0,39.374,80.3484,0,48
0,1,38.655,90.294,0,84
0,1,34.1939,118.519,0,45
0,1,36.4492,77.6452,0,27
0,1,28.5209,81.3971,1,46
0,1,38.9318,77.021,0,0
0,1,38.9001,76.9836,0,0
0,0,41.3313,72.8591,1,96
0,1,39.3002,76.6479,0,0
0,1,39.299,76.6418,0,0
0,0,43.1713,70.7168,0,149
0,0,35.5741,97.5593,0,83
0,2,37.1242,76.5117,0,93
0,0,36.6928,79.8752,0,16
0,1,37.7649,77.4703,0,55
1,0,29.9455,95.4011,0,141
0,0,30.6389,87.3414,0,1
1,0,39.6371,84.2215,2,42
1,0,42.3853,83.1382,1,5
0,1,30.3577,81.6611,0,13
0,1,30.3612,81.6407,0,13
0,1,36.1272,86.7058,0,52
0,0,38.257,94.3354,3,126
0,1,29.9289,90.114,0,98
1,0,39.2958,76.6343,0,40
0,1,42.5939,85.9084,1,80
0,1,39.4087,76.7906,0,11
0,1,39.2839,76.6454,0,40
0,1,40.9207,74.1541,0,35
0,0,38.6966,90.247,0,76
0,1,32.5229,92.6499,0,11
0,0,42.9902,83.6907,1,49
0,1,30.3571,81.6367,0,13
0,1,35.9585,83.9068,0,15
0,0,36.7577,119.763,1,31
1,0,33.0281,85.0467,0,132
0,0,40.8235,73.9,0,79
0,0,43.3349,70.9362,1,0
0,0,29.726,91.0499,1,51
1,0,40.6957,73.9464,1,56
0,0,42.9912,83.6766,1,49
1,1,27.4678,82.5548,0,70
0,0,39.0356,94.7182,1,18
1,0,42.2938,89.1072,1,67
0,1,32.6334,97.1476,0,94
1,0,33.9351,118.239,0,64
1,0,40.6853,73.5869,0,18
0,2,40.7523,74.1878,0,29
0,0,40.7735,73.5314,1,15
0,0,40.9478,87.1825,1,16
1,0,40.0194,75.1523,0,0
0,1,41.8821,87.7531,1,8
0,1,36.7879,79.0056,1,60
0,1,41.917,87.7388,1,4
0,1,47.3035,122.382,1,30
0,1,37.2155,93.2952,0,132
1,0,39.3159,76.564,0,45
1,0,33.9865,118.278,0,59
1,0,41.5451,93.6418,1,34
0,1,37.9851,122.038,0,14
0,0,38.6023,90.5556,1,100
0,0,33.0223,85.0194,1,132
1,0,38.1225,122.216,0,14
1,0,39.5393,75.6674,0,9
0,1,39.9688,75.2322,0,0
0,2,30.314,89.7914,0,90
1,0,40.0204,75.1521,0,0
1,1,32.3055,90.2512,0,69
0,1,35.7061,81.3042,1,89
1,0,0,0,1,0
0,1,29.9674,90.0777,0,93
0,1,39.3695,74.4331,0,2
0,1,47.3183,122.402,1,30
0,1,32.3399,88.6579,0,81
0,1,38.6471,77.3379,1,52
0,0,42.021,88.3092,1,43
0,0,41.1019,81.4664,1,34
0,1,35.3064,106.542,0,65
0,2,35.5945,97.5315,0,99
0,1,36.061,95.8896,0,79
0,1,38.8476,104.701,0,15
0,0,38.3121,104.615,1,47
0,0,41.0496,73.5486,1,145
1,1,0,0,1,0
1,0,35.4945,97.6157,0,84
0,1,41.5751,111.844,1,5
1,1,32.8199,97.1003,2,93
1,0,41.6328,83.5968,0,44
0,1,36.8439,76.2822,0,89
0,1,39.3727,76.4894,0,8
0,0,30.1805,85.6846,1,6
0,1,38.7683,90.1843,1,66
1,0,42.9414,85.6661,1,76
0,0,39.3041,76.6353,0,0
0,0,43.0169,87.9653,0,7
1,0,42.885,78.8557,0,141
1,0,28.1482,82.7589,0,65
0,0,29.5865,90.6674,0,53
1,0,43.1808,77.6414,1,136
0,0,42.3999,88.741,0,69
1,0,37.7029,97.2783,1,83
0,1,41.7268,87.6068,0,34
0,1,38.3314,88.9119,1,115
0,0,37.9057,82.446,0,19
0,0,65.8244,144.065,1,0
1,0,39.1604,75.561,0,31
0,0,44.8062,70.2712,1,90
0,1,36.9786,76.416,0,95
0,1,42.9588,85.6844,0,76
0,1,35.5939,89.2621,0,82
0,0,35.6539,88.8711,0,73
0,1,36.061,86.605,0,59
0,0,44.6297,69.9295,1,87
0,0,35.612,88.8172,1,80
0,1,32.0731,81.1189,0,162
0,0,35.9725,83.9861,1,89
0,1,37.5418,77.44,0,71
0,0,37.9515,121.297,0,13
0,1,36.5809,79.3424,0,14
0,1,30.3832,87.3067,0,2
0,1,30.0459,94.0947,1,22
1,0,33.9282,117.226,1,61
0,3,35.6394,77.3926,0,24
0,0,40.4158,104.696,1,50
0,1,39.2799,76.6829,0,0
0,1,41.9111,87.6367,0,12
0,0,45.519,122.56,1,46
0,0,40.0567,77.5268,0,0
0,0,30.3647,91.1164,0,70
0,0,40.7767,74.1878,1,28
1,0,29.7293,95.3703,0,147
0,1,38.8475,76.979,0,0
0,1,41.0501,85.1158,0,80
0,0,38.7416,90.2601,0,75
0,1,37.2337,93.2654,0,131
0,0,38.3511,81.661,1,35
0,1,61.2194,149.89,0,18
0,0,39.505,119.837,1,25
0,0,26.0698,80.1367,1,99
0,1,41.0801,81.9535,1,69
1,0,39.3099,76.6742,0,41
0,0,35.7428,78.5766,0,33
0,1,35.7043,81.2997,1,89
1,0,38.6437,90.264,0,77
0,0,36.8408,119.799,1,23
0,1,35.0108,114.584,1,5
0,0,39.7896,89.6221,0,96
0,1,29.9556,90.068,0,93
1,0,32.3695,86.3491,1,78
0,1,32.4441,93.7545,0,3
0,1,42.5646,87.9498,0,61
1,0,40.7548,74.1769,0,29
0,0,40.7136,74.0765,0,31
1,0,43.1008,87.9466,0,10
0,0,40.7827,74.1499,0,29
0,0,40.5888,76.783,0,0
1,0,36.1167,97.0641,1,34
0,2,30.66,91.1543,0,62
1,0,41.2798,95.9615,0,0
0,1,38.0627,84.4801,0,0
0,1,41.7948,87.6768,0,1
0,0,43.5486,96.7328,0,15
1,1,41.3005,95.9566,1,0
0,0,32.0223,93.7036,0,23
1,4,31.6782,88.6584,0,86
1,0,32.3676,95.3099,0,6
1,0,31.5485,91.3802,1,94
0,1,42.3156,83.0764,1,6
0,0,43.0438,83.7185,1,34
0,1,41.8117,87.7613,1,21
0,0,31.1195,97.7255,1,55
1,0,34.8662,92.1101,0,42
0,0,35.0359,87.1644,0,70
0,0,34.7244,92.2609,0,36
0,0,43.0498,76.0952,1,128
0,1,41.6762,87.6204,1,29
0,2,41.872,87.7134,0,9
0,1,41.7743,87.6446,1,6
1,1,41.8827,87.7554,1,8
0,1,40.471,79.8967,0,0
0,0,43.2365,70.8434,0,0
0,1,36.1043,115.104,1,20
0,0,35.0454,106.612,1,10
0,0,40.274,79.3859,1,0
0,0,33.4347,112.006,1,27
1,0,40.753,73.3652,0,11
1,0,38.0018,121.822,0,11
1,8,41.6181,87.5532,0,34
0,1,41.3157,93.1006,1,28
0,1,38.6998,90.2708,2,85
0,1,42.9339,78.8367,0,141
0,0,43.1098,75.256,0,119
0,0,42.2926,71.0803,0,0
0,1,39.0533,95.6717,0,57
0,0,36.0245,76.9643,0,5
0,1,38.7195,90.3191,0,73
1,0,41.7629,87.6677,1,31
0,0,44.9558,93.139,1,0
0,1,37.8116,122.282,0,18
1,0,33.671,84.2611,0,83
0,0,38.7873,89.9779,7,112
1,0,32.8932,97.5371,1,99
0,1,39.7374,86.1364,0,100
0,2,42.3303,83.0412,1,6
1,0,32.7913,79.9522,0,111
0,1,43.458,71.5829,1,0
0,0,37.7264,122.175,0,18
1,2,27.3688,82.5302,1,70
0,1,41.8722,87.7365,1,10
0,2,43.0225,83.6548,0,34
0,0,35.6173,77.386,0,24
0,1,41.7499,87.558,1,26
0,1,41.6723,83.5345,0,44
1,2,33.1977,97.1333,2,64
0,1,33.9176,118.27,0,64
0,0,36.2955,86.8006,0,54
0,1,42.8261,85.6636,0,77
0,1,34.0604,117.763,0,52
0,1,37.7867,122.204,0,18
0,1,35.2091,118.841,0,32
0,0,43.0931,89.3451,1,76
0,1,33.4643,82.0564,0,124
0,0,36.1771,95.914,2,77
0,1,38.0598,84.4392,0,0
0,1,37.7692,122.181,0,18
1,0,32.0835,81.0998,0,163
0,1,34.0412,80.9429,0,78
1,0,38.9302,121.094,3,1
0,0,33.817,79.0908,0,58
0,0,36.9859,119.232,0,23
1,0,36.2218,115.096,0,7
0,1,42.2283,84.4037,0,64
0,1,35.2803,80.7827,0,106
0,0,43.1946,71.5061,3,0
1,0,35.1854,89.9207,0,98
1,0,35.3836,78.532,0,28
0,1,32.4233,93.7667,0,3
1,0,40.2694,76.8674,0,0
0,2,39.9371,75.1911,0,0
0,0,38.13,85.8686,0,0
1,1,40.7563,74.1661,0,29
0,1,40.4233,79.9938,0,0
0,1,29.9433,90.1014,0,98
0,2,38.5703,92.1673,0,60
1,0,39.3685,74.4293,0,2
1,0,38.332,84.2998,1,0
0,1,39.8068,86.1025,0,98
0,1,41.6445,83.5449,1,44
1,0,30.1127,89.8879,0,103
1,0,38.8216,94.5064,0,56
0,1,29.9258,90.1232,0,98
0,1,40.0389,76.297,0,0
0,1,36.3354,119.627,0,32
0,0,36.8408,119.799,0,23
0,1,29.9776,90.0104,0,99
0,0,29.9658,90.0542,0,99
0,1,41.0479,85.1348,1,80
1,0,0,0,1,0
1,0,38.9551,84.5733,0,0
0,1,38.5834,90.2931,3,82
0,1,39.7877,86.0739,0,100
0,0,35.189,80.8928,0,102
0,0,42.261,85.1986,1,62
1,1,42.9327,78.8283,1,141
1,0,32.6962,114.603,1,13
1,0,42.4529,83.3148,1,35
0,0,38.0686,78.882,1,20
0,1,35.6733,80.4927,1,77
1,3,42.3836,82.9486,1,3
0,1,37.751,85.9095,0,0
1,3,32.0854,84.2293,1,138
0,0,33.5672,81.7354,0,81
0,1,34.5859,112.322,1,1
0,1,39.4096,84.5563,1,51
1,0,31.2997,82.2477,0,178
1,0,29.3812,98.4756,1,119
0,1,29.4119,98.4289,0,120
1,0,41.7775,87.7595,0,22
1,2,43.2367,77.5261,3,135
0,1,29.7732,95.5946,0,133
0,3,44.9508,93.0885,0,0
0,1,41.8267,87.6706,0,2
